Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
SJM,2013-07,-79.30M,157.50M,858.00M,235.00M,1.19,1.19,6.115B,2.012B,492.90M,2013-07,1.059B,126.60M,-23.80M,-23.80M,1.139B,979.80M,1.867B,219.10M,347.90M,189.50M,62.90M,1.351B,250.20M,5.075B,9.034B,26.30M,1.630B,803.10M,3.959B,7.404B,3.156B,273.80M,264.80M,357.30M
SJM,2013-04,-76.60M,256.40M,860.00M,50.00M,1.22,1.22,6.142B,1.985B,479.70M,2013-04,945.50M,130.30M,-22.10M,-22.10M,1.142B,987.20M,1.968B,221.30M,398.60M,191.80M,61.50M,1.340B,233.50M,5.149B,9.032B,26.60M,1.595B,596.80M,3.883B,7.437B,3.286B,258.40M,341.20M,313.70M
SJM,2013-01,-74.86M,438.81M,1.023B,50.00M,1.42,1.42,6.168B,1.936B,536.20M,2013-01,878.16M,154.20M,-23.80M,-23.80M,1.122B,999.32M,2.019B,265.10M,341.41M,234.00M,79.80M,1.560B,251.00M,5.260B,9.184B,27.12M,1.746B,593.46M,3.924B,7.439B,3.331B,271.10M,251.58M,360.20M
SJM,2012-10,-80.21M,203.56M,1.087B,50.00M,1.36,1.36,6.192B,1.925B,541.90M,2012-10,975.43M,148.80M,-23.90M,-23.90M,1.113B,996.87M,2.019B,259.10M,421.29M,224.20M,75.40M,1.629B,257.20M,5.153B,9.189B,27.12M,1.736B,706.07M,4.036B,7.453B,3.330B,282.80M,290.05M,469.37M
SJM,2012-07,-84.39M,311.47M,899.90M,50.00M,1,1,6.215B,1.891B,469.80M,2012-07,1.019B,110.90M,-23.60M,-23.60M,1.101B,995.39M,2.020B,214.40M,398.24M,167.30M,56.40M,1.370B,232.20M,5.223B,9.262B,27.61M,1.800B,710.47M,4.039B,7.462B,3.328B,255.40M,283.20M,390.92M
SJM,2012-04,-84.00M,229.70M,905.61M,50.00M,0.93,0.93,6.242B,1.853B,449.76M,2012-04,961.60M,104.09M,-22.42M,-22.42M,1.096B,992.70M,2.020B,211.50M,389.70M,163.94M,59.85M,1.355B,214.53M,5.163B,9.115B,27.60M,1.644B,616.90M,3.952B,7.472B,3.335B,238.26M,327.60M,347.50M
SJM,2012-01,-32.73M,370.43M,1.002B,306.70M,1.03,1.03,6.267B,1.822B,465.68M,2012-01,990.82M,116.84M,-23.14M,-23.14M,1.064B,1.030B,2.071B,219.79M,286.51M,177.24M,60.39M,1.468B,225.02M,5.384B,9.236B,28.31M,1.806B,494.34M,3.852B,7.430B,3.357B,245.90M,232.42M,364.72M
SJM,2011-10,-29.85M,496.29M,1.015B,0,1.12,1.12,5.997B,1.678B,498.67M,2011-10,1.144B,127.25M,-19.12M,-19.12M,948.22M,1.031B,2.072B,240.13M,357.68M,193.20M,65.95M,1.514B,236.60M,5.363B,9.215B,28.46M,2.194B,544.92M,3.852B,7.022B,3.307B,258.54M,260.65M,462.17M
SJM,2011-07,-7.538M,102.48M,757.80M,0,0.98,0.98,6.036B,1.625B,431.08M,2011-07,1.214B,111.52M,-15.12M,-15.12M,925.69M,1.038B,1.318B,195.28M,407.82M,166.83M,55.30M,1.189B,216.55M,5.348B,8.782B,28.60M,1.740B,875.23M,3.434B,7.042B,2.559B,235.80M,326.46M,350.29M
SJM,2011-04,3.629M,319.84M,766.14M,0,0.83,0.82,5.753B,1.524B,420.98M,2011-04,863.58M,94.90M,-15.71M,-15.71M,867.88M,1.043B,1.304B,182.64M,347.74M,149.94M,55.04M,1.187B,222.69M,5.292B,8.325B,28.54M,1.637B,482.68M,3.032B,6.688B,2.550B,238.34M,285.15M,344.41M
