Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
SHW,2013-06,-412.99M,741.08M,1.480B,53.30M,0.8367,0.82,1.483B,2.669B,1.234B,2013-06,984.84M,257.29M,-17.22M,-17.22M,952.19M,0,1.632B,395.01M,1.696B,380.88M,123.60M,2.714B,837.12M,1.868B,6.409B,180.50M,3.342B,1.968B,4.541B,3.066B,2.573B,838.57M,1.288B,1.300B
SHW,2013-03,-368.99M,613.93M,1.204B,71.69M,0.3767,0.37,1.496B,2.608B,962.85M,2013-03,1.014B,116.18M,-16.46M,-16.46M,954.92M,0,1.632B,183.85M,1.506B,168.38M,52.20M,2.167B,778.68M,1.813B,6.166B,195.10M,3.087B,1.783B,4.353B,3.079B,2.571B,779.00M,1.101B,1.131B
SHW,2012-12,-370.39M,862.59M,1.226B,72.72M,0.38,0.3733,1.504B,2.588B,995.51M,2012-12,920.32M,68.05M,-13.76M,-13.76M,965.90M,0,1.632B,106.42M,1.489B,94.19M,26.14M,2.222B,891.98M,1.792B,6.235B,212.71M,3.149B,1.876B,4.443B,3.085B,2.566B,889.09M,975.10M,1.033B
SHW,2012-09,-357.35M,55.18M,1.453B,334.08M,0.7633,0.7467,1.440B,2.551B,1.150B,2012-09,963.70M,234.95M,-11.91M,-11.91M,943.60M,0,635.35M,349.97M,1.658B,343.00M,108.04M,2.603B,799.79M,1.779B,5.625B,225.98M,2.609B,2.292B,3.846B,3.016B,1.554B,800.31M,1.192B,1.263B
SHW,2012-06,-349.29M,46.62M,1.422B,609.23M,0.7433,0.7233,1.437B,2.517B,1.151B,2012-06,1.031B,227.81M,-10.65M,-10.65M,938.40M,0,635.59M,336.40M,1.691B,327.80M,99.99M,2.573B,810.21M,1.539B,5.626B,238.07M,2.624B,2.532B,4.087B,3.002B,1.555B,814.20M,1.229B,1.238B
SHW,2012-03,-336.32M,25.49M,1.227B,683.93M,0.3233,0.3167,1.417B,2.509B,909.84M,2012-03,1.017B,100.22M,-12.78M,-12.78M,950.78M,0,637.88M,147.06M,1.513B,142.32M,42.10M,2.136B,757.68M,1.509B,5.457B,252.21M,2.477B,2.395B,3.948B,2.980B,1.553B,762.78M,1.066B,1.135B
SHW,2011-12,-367.88M,32.70M,1.184B,354.14M,0.0467,0.0467,1.414B,2.473B,886.10M,2011-12,926.81M,14.55M,-15.91M,-15.91M,956.53M,0,639.23M,130.61M,1.557B,129.54M,114.99M,2.070B,746.39M,1.517B,5.229B,267.73M,2.262B,2.163B,3.712B,2.968B,1.550B,755.49M,1.086B,989.87M
SHW,2011-09,-317.86M,46.03M,1.447B,527.58M,0.58,0.57,1.423B,2.467B,1.038B,2011-09,966.76M,179.88M,-9.612M,-9.612M,939.49M,0,641.26M,275.43M,1.592B,260.28M,80.40M,2.485B,762.87M,1.635B,5.490B,282.64M,2.509B,2.355B,3.840B,2.981B,1.485B,762.87M,1.139B,1.174B
SHW,2011-06,-245.16M,71.56M,1.332B,580.64M,0.5633,0.5533,1.433B,2.490B,1.023B,2011-06,1.067B,179.12M,-10.94M,-10.94M,958.31M,0,644.26M,267.91M,1.582B,257.02M,77.90M,2.355B,755.56M,1.747B,5.634B,301.05M,2.638B,2.390B,3.887B,2.996B,1.497B,754.85M,1.140B,1.184B
SHW,2011-03,-257.55M,53.95M,1.058B,688.41M,0.2133,0.21,1.434B,2.443B,797.41M,2011-03,1.064B,68.32M,-10.35M,-10.35M,946.42M,0,650.88M,100.70M,1.464B,94.71M,26.40M,1.856B,696.70M,1.608B,5.444B,310.44M,2.466B,2.327B,3.836B,2.977B,1.509B,696.70M,1.030B,1.012B
