Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Inventories,Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ED,2017-12,-26.00M,797.00M,1.475B,1.875B,346.00M,1.63,1.62,559.00M,46.86B,1.486B,2017-12,334.00M,505.00M,-184.00M,-184.00M,37.60B,5.791B,14.73B,585.00M,1.642B,378.00M,-127.00M,2.961B,15.42B,48.11B,34.00M,3.537B,4.902B,32.69B,44.57B,27.78B,901.00M,1.394B,1.937B
ED,2017-09,-26.00M,69.00M,1.416B,1.043B,344.00M,1.48,1.48,542.00M,45.82B,1.795B,2017-09,337.00M,457.00M,-185.00M,-185.00M,36.73B,11.01B,14.65B,914.00M,1.414B,727.00M,270.00M,3.211B,15.10B,49.25B,33.00M,3.096B,3.915B,34.14B,46.15B,30.22B,881.00M,1.10B,1.749B
ED,2017-06,-27.00M,816.00M,1.327B,1.673B,345.00M,0.57,0.57,544.00M,45.16B,1.306B,2017-06,357.00M,175.00M,-180.00M,-180.00M,36.25B,10.79B,14.70B,463.00M,1.25B,277.00M,102.00M,2.633B,14.49B,49.10B,33.00M,3.28B,4.329B,34.60B,45.82B,30.27B,843.00M,1.015B,1.635B
ED,2017-03,-28.00M,67.00M,1.545B,869.00M,345.00M,1.27,1.27,550.00M,44.45B,1.683B,2017-03,313.00M,388.00M,-181.00M,-181.00M,35.66B,10.66B,14.83B,812.00M,1.307B,615.00M,227.00M,3.228B,14.50B,48.36B,33.00M,3.017B,3.441B,33.86B,45.35B,30.42B,871.00M,1.001B,1.832B
ED,2016-12,-27.00M,776.00M,1.205B,1.093B,352.00M,0.68,0.67,552.00M,43.90B,1.502B,2016-12,339.00M,206.00M,-179.00M,-179.00M,35.22B,10.42B,14.74B,683.00M,1.462B,302.00M,96.00M,2.707B,14.30B,48.26B,33.00M,3.406B,3.843B,33.95B,44.85B,30.11B,819.00M,1.211B,1.827B
ED,2016-09,-32.00M,153.00M,1.748B,947.00M,356.00M,1.63,1.62,429.00M,42.48B,1.669B,2016-09,335.00M,497.00M,-178.00M,-178.00M,33.91B,10.36B,13.75B,836.00M,1.457B,811.00M,314.00M,3.417B,14.27B,47.32B,33.00M,3.154B,3.591B,33.04B,44.16B,29.45B,833.00M,1.154B,1.761B
ED,2016-06,-33.00M,872.00M,1.492B,1.454B,358.00M,0.78,0.77,431.00M,41.88B,1.302B,2016-06,321.00M,232.00M,-170.00M,-170.00M,33.46B,10.08B,13.75B,515.00M,1.253B,356.00M,124.00M,2.794B,13.95B,47.27B,33.00M,3.499B,3.903B,33.31B,43.77B,29.41B,787.00M,1.015B,1.578B
ED,2016-03,-34.00M,71.00M,1.707B,1.938B,356.00M,1.05,1.05,431.00M,41.25B,1.449B,2016-03,342.00M,310.00M,-169.00M,-169.00M,32.97B,9.965B,12.22B,642.00M,1.248B,474.00M,164.00M,3.156B,13.19B,45.58B,32.00M,3.185B,4.436B,32.38B,42.40B,27.94B,807.00M,960.00M,1.747B
ED,2015-12,-34.00M,944.00M,1.54B,2.268B,354.00M,0.6,0.6,431.00M,40.35B,1.167B,2015-12,350.00M,176.00M,-167.00M,-167.00M,32.21B,9.736B,12.01B,399.00M,1.303B,233.00M,57.00M,2.707B,13.05B,45.64B,32.00M,3.836B,4.72B,32.58B,41.81B,27.86B,768.00M,1.07B,1.882B
ED,2015-09,-38.00M,94.00M,1.824B,1.921B,351.00M,1.46,1.45,432.00M,39.50B,1.619B,2015-09,338.00M,428.00M,-162.00M,-162.00M,31.47B,9.818B,11.52B,830.00M,1.421B,677.00M,249.00M,3.443B,13.04B,44.97B,32.00M,3.505B,4.429B,31.92B,41.47B,27.49B,789.00M,1.145B,1.843B
ED,2015-06,-39.00M,713.00M,1.582B,1.705B,348.00M,0.75,0.74,432.00M,38.83B,1.206B,2015-06,321.00M,219.00M,-162.00M,-162.00M,30.92B,9.573B,11.92B,472.00M,1.128B,320.00M,101.00M,2.788B,12.79B,44.75B,32.00M,3.679B,3.935B,31.95B,41.07B,28.02B,734.00M,897.00M,1.70B
ED,2015-03,-40.00M,123.00M,2.114B,1.015B,345.00M,1.26,1.26,432.00M,38.01B,1.502B,2015-03,332.00M,370.00M,-161.00M,-161.00M,30.21B,9.427B,11.69B,726.00M,1.297B,569.00M,199.00M,3.616B,12.76B,43.98B,32.00M,3.398B,3.407B,31.21B,40.58B,27.80B,776.00M,1.017B,2.049B
ED,2014-12,-45.00M,707.00M,1.845B,1.36B,344.00M,0.28,0.28,432.00M,37.53B,983.00M,2014-12,372.00M,82.00M,-156.00M,-156.00M,29.83B,9.129B,11.55B,250.00M,1.334B,91.00M,9.00M,2.828B,12.58B,44.07B,32.00M,3.716B,3.757B,31.49B,40.36B,27.73B,733.00M,1.107B,2.058B
ED,2014-09,-19.00M,213.00M,1.849B,1.635B,338.00M,1.49,1.48,432.00M,36.81B,1.541B,2014-09,343.00M,436.00M,-150.00M,-150.00M,29.24B,9.01B,10.99B,819.00M,1.281B,695.00M,259.00M,3.39B,12.71B,40.67B,32.00M,3.519B,3.873B,27.95B,37.15B,24.08B,722.00M,1.02B,1.934B
ED,2014-06,-20.00M,782.00M,1.769B,1.576B,333.00M,0.73,0.72,432.00M,36.18B,1.142B,2014-06,322.00M,212.00M,-150.00M,-150.00M,28.75B,8.699B,11.08B,410.00M,1.328B,314.00M,102.00M,2.911B,12.46B,40.31B,32.00M,3.457B,3.839B,27.86B,36.85B,24.02B,732.00M,1.036B,1.916B
ED,2014-03,-21.00M,105.00M,2.344B,1.115B,326.00M,1.23,1.23,433.00M,35.99B,1.445B,2014-03,303.00M,361.00M,-136.00M,-136.00M,28.68B,8.751B,11.34B,685.00M,1.484B,559.00M,198.00M,3.789B,12.43B,40.48B,32.00M,3.484B,3.576B,28.06B,37.00B,24.48B,760.00M,1.177B,2.232B
ED,2013-12,-25.00M,1.001B,1.666B,1.936B,321.00M,0.79,0.79,433.00M,35.60B,1.201B,2013-12,363.00M,234.00M,-144.00M,-144.00M,28.44B,8.636B,10.49B,477.00M,1.834B,337.00M,103.00M,2.867B,12.24B,40.65B,32.00M,3.891B,4.73B,28.40B,36.76B,23.67B,724.00M,1.493B,2.005B
ED,2013-09,-46.00M,449.00M,1.871B,1.703B,316.00M,1.58,1.58,433.00M,34.99B,1.613B,2013-09,368.00M,464.00M,-146.00M,-146.00M,27.96B,8.529B,10.50B,855.00M,1.721B,714.00M,250.00M,3.484B,12.17B,41.96B,32.00M,3.704B,4.373B,29.80B,38.26B,25.42B,758.00M,1.304B,1.955B
ED,2013-06,-48.00M,1.152B,1.72B,1.883B,310.00M,0.59,0.59,433.00M,34.46B,1.098B,2013-06,321.00M,172.00M,-151.00M,-151.00M,27.54B,8.333B,10.50B,386.00M,1.689B,237.00M,65.00M,2.818B,11.88B,41.92B,32.00M,4.103B,4.504B,30.04B,37.82B,25.54B,712.00M,1.319B,2.008B
ED,2013-03,-50.00M,640.00M,1.934B,1.426B,307.00M,0.66,0.65,431.00M,34.07B,1.25B,2013-03,270.00M,192.00M,-279.00M,-279.00M,27.28B,8.377B,10.56B,526.00M,1.629B,249.00M,57.00M,3.184B,11.89B,41.74B,32.00M,3.934B,4.243B,29.85B,37.80B,25.60B,724.00M,1.209B,1.969B
ED,2012-12,-53.00M,464.00M,1.737B,1.245B,304.00M,0.71,0.7,431.00M,33.58B,1.164B,2012-12,330.00M,207.00M,-149.00M,-149.00M,26.94B,8.567B,10.06B,453.00M,1.624B,306.00M,99.00M,2.901B,11.87B,41.21B,32.00M,3.451B,3.945B,29.34B,37.76B,25.40B,711.00M,1.377B,1.966B
ED,2012-09,-50.00M,69.00M,1.871B,1.27B,308.00M,1.5,1.49,432.00M,32.78B,1.567B,2012-09,355.00M,440.00M,-152.00M,-152.00M,26.32B,8.096B,9.841B,851.00M,1.282B,701.00M,261.00M,3.438B,11.84B,39.63B,32.00M,3.24B,3.724B,27.79B,36.39B,24.07B,716.00M,1.076B,1.986B
ED,2012-06,-52.00M,648.00M,1.627B,2.031B,308.00M,0.73,0.73,432.00M,32.06B,1.144B,2012-06,337.00M,214.00M,-153.00M,-153.00M,25.73B,7.82B,9.842B,475.00M,1.146B,320.00M,106.00M,2.771B,11.58B,40.05B,32.00M,4.102B,4.38B,28.47B,35.95B,24.09B,669.00M,967.00M,1.755B
ED,2012-03,-51.00M,516.00M,1.834B,1.03B,306.00M,0.95,0.94,432.00M,31.51B,1.244B,2012-03,325.00M,280.00M,-150.00M,-150.00M,25.35B,7.795B,10.04B,561.00M,1.285B,414.00M,134.00M,3.078B,11.54B,39.70B,32.00M,3.904B,3.84B,28.16B,35.80B,24.32B,683.00M,1.073B,1.697B
ED,2011-12,-58.00M,0,4.038B,530.00M,303.00M,0.65,0.65,432.00M,31.20B,-1.124B,2011-12,356.00M,193.00M,-142.00M,-142.00M,25.09B,7.627B,10.14B,458.00M,1.394B,316.00M,123.00M,2.914B,11.44B,39.21B,32.00M,3.638B,2.987B,27.56B,35.58B,24.58B,-1.582B,1.143B,1.90B
ED,2011-09,-33.00M,0,1.385B,305.00M,302.00M,1.31,1.3,432.00M,30.72B,2.244B,2011-09,375.00M,386.00M,-145.00M,-145.00M,24.70B,7.179B,10.37B,756.00M,1.534B,611.00M,225.00M,3.629B,11.67B,36.54B,32.00M,3.458B,2.959B,24.87B,33.08B,21.91B,1.488B,1.228B,1.953B
ED,2011-06,-35.00M,0,1.199B,5.00M,299.00M,0.57,0.56,432.00M,30.34B,1.794B,2011-06,310.00M,168.00M,-152.00M,-152.00M,24.41B,6.922B,10.67B,398.00M,1.344B,251.00M,83.00M,2.993B,11.46B,36.02B,32.00M,3.209B,2.473B,24.56B,32.81B,22.08B,1.396B,1.189B,1.954B
ED,2011-03,-37.00M,0,1.349B,469.00M,0,1.07,1.06,432.00M,30.01B,2.00B,2011-03,245.00M,314.00M,-152.00M,-152.00M,24.07B,6.905B,10.68B,626.00M,1.243B,483.00M,169.00M,3.349B,11.44B,36.19B,245.00M,3.59B,2.676B,24.74B,32.60B,22.07B,1.374B,1.037B,1.922B
