Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
ANSS,2017-12,-37.84M,881.79M,40.81M,0,440.49M,0.62,0.61,1.536B,0,261.52M,2017-12,52.58M,2.049M,2.049M,57.10M,1.461M,0,100.68M,168.06M,102.33M,49.74M,49.22M,302.34M,108.16M,2.246B,2.942B,0.932M,1.270B,608.55M,695.79M,1.671B,87.24M,160.84M,11.80M,361.48M
ANSS,2017-09,-39.43M,926.64M,35.98M,0,381.73M,0.87,0.85,1.508B,0,239.60M,2017-09,73.63M,1.91M,1.91M,57.16M,1.793M,0,106.18M,114.62M,107.92M,34.30M,50.14M,275.58M,80.02M,2.287B,2.846B,0.932M,1.202B,496.35M,558.76M,1.644B,62.41M,133.42M,8.693M,251.62M
ANSS,2017-06,-43.58M,863.48M,36.34M,0,411.65M,0.82,0.8,1.497B,0,227.59M,2017-06,69.73M,1.668M,1.668M,53.93M,2.276M,0,98.39M,103.14M,99.87M,30.14M,49.00M,263.92M,77.05M,2.189B,2.761B,0.932M,1.146B,514.79M,571.55M,1.615B,56.76M,129.19M,9.374M,256.40M
ANSS,2017-03,-50.08M,866.56M,37.03M,0,414.71M,0.74,0.73,1.505B,0,216.37M,2017-03,63.31M,1.249M,1.249M,54.51M,2.227M,0,85.47M,114.02M,85.57M,22.26M,54.38M,253.40M,73.42M,2.211B,2.795B,0.932M,1.182B,528.73M,583.25M,1.613B,54.52M,130.90M,11.53M,288.36M
ANSS,2016-12,-57.65M,822.86M,38.98M,0,403.28M,0.81,0.8,1.510B,0,231.65M,2016-12,69.98M,1.099M,1.099M,54.68M,2.259M,0,96.97M,135.82M,98.07M,28.08M,45.56M,270.63M,85.95M,2.208B,2.801B,0.932M,1.169B,539.10M,592.12M,1.631B,53.02M,134.68M,12.66M,322.03M
ANSS,2016-09,-37.90M,838.27M,35.59M,0,359.98M,0.8,0.78,1.518B,0,210.28M,2016-09,69.56M,1.083M,1.083M,55.63M,1.661M,0,100.10M,94.46M,100.99M,31.44M,45.42M,245.86M,61.54M,2.230B,2.730B,0.932M,1.100B,454.44M,500.59M,1.630B,46.16M,110.18M,7.295M,239.22M
ANSS,2016-06,-39.94M,843.76M,37.01M,0,375.80M,0.79,0.78,1.530B,0,209.06M,2016-06,69.63M,1.077M,1.077M,58.10M,2.16M,0,94.16M,91.91M,95.48M,25.85M,47.44M,246.07M,64.26M,2.236B,2.748B,0.932M,1.110B,467.71M,511.80M,1.638B,44.09M,114.90M,7.342M,240.99M
ANSS,2016-03,-41.09M,863.88M,35.28M,0,375.14M,0.64,0.63,1.544B,0,190.62M,2016-03,56.47M,0.95M,0.95M,60.15M,6.571M,0,85.02M,99.68M,85.78M,29.31M,44.67M,225.91M,57.77M,2.234B,2.759B,0.932M,1.119B,474.82M,524.92M,1.640B,50.10M,105.60M,21.09M,228.25M
ANSS,2015-12,-52.16M,784.61M,36.99M,0.02M,364.64M,0.77,0.75,1.553B,160.66M,214.66M,2015-12,68.02M,1.075M,1.075M,61.92M,2.091M,0.012M,96.94M,119.50M,97.80M,29.78M,41.39M,251.65M,71.96M,2.194B,2.730B,0.932M,1.076B,484.15M,535.48M,1.653B,51.33M,117.71M,9.56M,269.64M
ANSS,2015-09,-46.37M,776.92M,36.58M,0.033M,319.73M,0.74,0.72,1.568B,151.02M,201.26M,2015-09,66.03M,0.579M,0.579M,58.59M,29.40M,0.069M,90.18M,92.23M,90.38M,24.35M,44.78M,237.84M,61.37M,2.212B,2.702B,0.932M,1.045B,411.96M,489.97M,1.656B,78.01M,111.08M,6.22M,217.36M
ANSS,2015-06,-44.51M,841.17M,37.78M,0,337.56M,0.69,0.68,1.545B,97.11M,197.70M,2015-06,62.34M,0.673M,0.673M,60.66M,29.12M,0,86.50M,92.75M,87.26M,24.92M,42.65M,235.48M,63.52M,2.241B,2.746B,0.932M,1.110B,430.31M,504.72M,1.636B,74.42M,111.20M,8.661M,223.15M
ANSS,2015-03,-49.38M,761.18M,35.89M,0,343.93M,0.62,0.61,1.560B,92.05M,181.89M,2015-03,56.13M,0.502M,0.502M,62.50M,34.91M,0,80.06M,100.18M,81.33M,25.20M,40.01M,217.78M,56.75M,2.151B,2.681B,0.932M,1.029B,444.11M,529.83M,1.652B,85.72M,101.84M,18.26M,223.33M
ANSS,2014-12,-31.75M,788.78M,39.77M,0,332.66M,0.76,0.74,1.571B,83.35M,214.61M,2014-12,69.63M,0.595M,0.595M,64.64M,16.19M,0,94.05M,132.41M,93.88M,24.25M,42.17M,254.38M,72.37M,2.218B,2.753B,0.932M,1.082B,465.08M,535.38M,1.671B,70.30M,120.56M,10.55M,272.34M
ANSS,2014-09,-18.53M,817.47M,37.19M,0,301.14M,0.71,0.7,1.591B,154.35M,196.81M,2014-09,65.48M,0.506M,0.506M,97.11M,41.17M,0,90.81M,106.14M,90.92M,25.44M,41.03M,234.00M,58.17M,2.256B,2.789B,0.932M,1.075B,407.28M,533.32M,1.714B,126.04M,106.00M,9.319M,211.54M
ANSS,2014-06,0.814M,783.56M,38.68M,0,334.75M,0.68,0.67,1.615B,66.17M,193.70M,2014-06,63.04M,0.529M,0.529M,92.05M,48.51M,0,83.53M,112.27M,83.88M,20.85M,42.10M,232.38M,62.28M,2.220B,2.799B,0.932M,1.065B,447.04M,579.42M,1.735B,132.39M,110.16M,10.29M,235.89M
ANSS,2014-03,-1.713M,858.24M,37.74M,0,332.64M,0.61,0.6,1.550B,0,177.53M,2014-03,56.54M,0.593M,0.593M,83.35M,58.16M,0,79.06M,109.08M,79.46M,22.92M,40.12M,215.27M,53.55M,2.208B,2.793B,0.932M,1.132B,441.75M,584.52M,1.661B,142.77M,98.46M,22.19M,232.90M
ANSS,2013-12,-2.644M,742.99M,38.61M,0,309.82M,0.82,0.8,1.547B,0,197.41M,2013-12,75.93M,0.508M,0.508M,78.67M,66.90M,0,92.25M,130.61M,92.56M,16.64M,37.88M,236.02M,62.29M,2.136B,2.722B,0.932M,1.068B,440.43M,586.14M,1.655B,145.70M,105.16M,17.27M,280.25M
ANSS,2013-09,-0.174M,707.77M,35.17M,0,285.14M,0.67,0.66,1.561B,0,177.49M,2013-09,62.43M,0.43M,0.43M,66.17M,71.12M,0,81.64M,101.82M,81.71M,19.28M,38.88M,212.66M,51.34M,2.088B,2.618B,0.932M,959.96M,386.96M,529.98M,1.658B,143.02M,95.85M,10.79M,228.56M
ANSS,2013-06,-5.651M,659.86M,36.68M,26.57M,304.62M,0.6,0.59,1.572B,56.54M,178.17M,2013-06,55.94M,0.373M,0.373M,56.54M,78.96M,26.57M,78.42M,94.48M,78.62M,22.68M,38.67M,214.85M,55.26M,1.998B,2.576B,0.932M,915.48M,425.67M,578.20M,1.661B,152.54M,99.74M,9.293M,235.15M
ANSS,2013-03,-0.274M,651.48M,36.23M,26.57M,307.53M,0.55,0.54,1.582B,115.54M,161.50M,2013-03,51.02M,0.361M,0.361M,50.82M,83.65M,26.57M,69.55M,85.20M,69.59M,18.57M,36.01M,197.73M,50.01M,2.006B,2.600B,0.932M,931.61M,419.31M,593.81M,1.668B,174.51M,91.95M,10.06M,264.10M
ANSS,2012-12,8.651M,577.16M,36.68M,53.15M,307.20M,0.61,0.59,1.602B,106.55M,184.07M,2012-12,56.06M,0.31M,0.31M,52.25M,92.82M,53.15M,81.64M,117.04M,81.55M,25.49M,34.21M,220.75M,61.75M,1.940B,2.607B,0.932M,913.36M,477.39M,667.13M,1.694B,189.74M,102.43M,13.11M,312.87M
ANSS,2012-09,14.37M,555.34M,33.76M,79.72M,275.87M,0.56,0.54,1.622B,0,163.15M,2012-09,51.62M,0.142M,0.142M,51.18M,97.17M,79.72M,73.65M,97.52M,73.44M,21.82M,33.51M,196.91M,49.20M,1.896B,2.558B,0.932M,825.83M,453.11M,661.81M,1.732B,208.71M,89.50M,11.93M,249.10M
ANSS,2012-06,7.324M,551.95M,34.74M,79.72M,293.61M,0.54,0.53,1.577B,0,160.28M,2012-06,50.26M,0.164M,0.164M,51.66M,94.96M,106.30M,71.13M,90.58M,71.26M,21.00M,33.42M,195.02M,48.98M,1.821B,2.513B,0.932M,841.15M,463.92M,692.37M,1.672B,228.46M,89.14M,11.77M,271.18M
ANSS,2012-03,11.80M,558.44M,34.34M,90.36M,281.69M,0.49,0.48,1.595B,0,151.00M,2012-03,45.54M,0.083M,0.083M,46.81M,105.04M,116.93M,67.83M,84.97M,67.30M,21.76M,31.50M,185.34M,45.25M,1.821B,2.517B,0.931M,830.80M,457.02M,696.16M,1.686B,239.15M,83.18M,13.24M,255.16M
ANSS,2011-12,11.88M,472.40M,33.34M,74.42M,259.16M,0.51,0.5,1.609B,0,164.87M,2011-12,47.46M,-0.198M,-0.198M,45.64M,101.62M,0,73.14M,105.17M,73.12M,25.66M,29.75M,198.21M,56.57M,1.754B,2.448B,0.927M,740.03M,438.75M,694.00M,1.708B,255.25M,91.72M,13.20M,247.90M
ANSS,2011-09,15.48M,406.88M,31.03M,58.49M,225.74M,0.49,0.48,1.627B,0,141.91M,2011-09,45.55M,0.036M,0.036M,40.25M,109.69M,0,65.33M,57.05M,65.44M,19.90M,28.90M,172.94M,43.18M,1.693B,2.348B,0.923M,626.43M,371.48M,654.89M,1.721B,283.41M,76.58M,11.00M,199.28M
ANSS,2011-06,23.33M,630.26M,28.06M,42.54M,231.73M,0.49,0.48,1.293B,0,134.20M,2011-06,45.43M,-0.062M,-0.062M,38.53M,69.70M,0,64.81M,73.18M,64.64M,19.21M,25.18M,162.26M,40.13M,1.640B,2.238B,0.922M,854.25M,347.46M,597.68M,1.384B,250.22M,69.38M,7.105M,203.37M
ANSS,2011-03,20.10M,550.47M,26.58M,37.25M,226.43M,0.46,0.45,1.303B,0,131.46M,2011-03,42.24M,-0.108M,-0.108M,37.44M,70.47M,0,62.27M,66.85M,61.65M,19.41M,24.70M,158.05M,40.48M,1.577B,2.178B,0.92M,784.74M,330.53M,601.73M,1.394B,271.20M,69.19M,7.748M,217.50M
