Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Income (Quarterly),Net Income,Net Loan Assets,Net PP&E,Non-Current Portion of LTD and Capital Lease Obligation,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
RJF,2018-06,-26.59M,5.848B,0,1.59,1.55,641.79M,935.74M,2018-06,232.00M,19.92B,471.60M,2.450B,6.127B,318.00M,86.00M,1.814B,1.354B,6.157B,36.36B,1.561M,10.22B,6.242B,30.11B,25.73B,23.49B,1.354B,6.127B,3.808B
RJF,2018-03,-22.52M,5.699B,630.00M,1.67,1.63,646.81M,761.47M,2018-03,243.00M,19.04B,468.35M,2.451B,6.850B,332.00M,89.00M,1.789B,1.332B,5.941B,36.03B,1.559M,10.18B,6.993B,29.99B,24.95B,22.69B,1.332B,6.850B,3.787B
RJF,2017-12,-20.45M,6.291B,610.00M,0.82,0.8,651.34M,0,2017-12,119.00M,18.59B,454.12M,2.452B,6.592B,311.00M,192.00M,1.704B,1.267B,5.697B,36.08B,1.555M,10.42B,7.451B,30.28B,24.11B,22.54B,1.263B,6.592B,3.528B
RJF,2017-09,-15.20M,5.858B,0.216M,1.34,1.31,493.18M,0,2017-09,193.25M,17.88B,437.37M,2.453B,6.152B,279.24M,84.84M,1.668B,1.213B,5.582B,34.88B,1.542M,10.39B,6.983B,29.19B,22.20B,21.82B,1.175B,6.152B,3.688B
RJF,2017-06,-22.01M,4.838B,50.23M,1.27,1.24,495.12M,0,2017-06,183.42M,17.50B,421.17M,2.653B,6.822B,276.94M,91.59M,1.604B,1.200B,5.389B,33.43B,1.54M,9.935B,7.050B,27.93B,21.61B,20.49B,1.196B,6.822B,3.553B
RJF,2017-03,-27.43M,4.550B,208.65M,0.78,0.77,496.22M,0,2017-03,112.76M,16.86B,409.54M,2.046B,6.932B,161.30M,52.76M,1.546B,1.153B,5.208B,32.93B,1.536M,9.619B,7.205B,27.60B,20.70B,19.99B,1.144B,6.932B,3.460B
RJF,2016-12,-33.14M,3.891B,0.267M,1.03,1,499.20M,0,2016-12,146.57M,16.67B,382.30M,2.388B,6.785B,207.52M,59.81M,1.474B,1.114B,5.081B,31.67B,1.53M,8.737B,7.197B,26.46B,19.75B,18.84B,1.101B,6.785B,3.393B
RJF,2016-09,-55.73M,2.510B,238.08M,1.21,1.19,503.05M,0,2016-09,171.67M,16.05B,321.46M,2.289B,7.307B,242.91M,64.75M,1.475B,1.065B,4.917B,31.49B,1.513M,7.297B,7.501B,26.42B,19.22B,18.25B,1.045B,7.307B,3.706B
RJF,2016-06,-55.88M,2.778B,0.30M,0.89,0.87,384.89M,0,2016-06,125.50M,15.38B,294.99M,1.521B,6.051B,204.85M,72.26M,1.334B,1.017B,4.747B,28.84B,1.511M,7.269B,6.555B,23.85B,18.06B,16.71B,1.004B,6.051B,2.889B
RJF,2016-03,-50.30M,2.232B,0,0.89,0.87,376.96M,0,2016-03,125.85M,14.90B,282.28M,1.779B,6.171B,194.11M,72.27M,1.287B,991.84M,4.635B,27.75B,1.507M,6.693B,6.362B,22.88B,17.60B,15.90B,985.82M,6.171B,2.976B
RJF,2015-12,-50.64M,3.322B,0.315M,0.74,0.73,374.41M,636.71M,2015-12,106.33M,14.26B,272.10M,1.780B,5.586B,170.07M,62.01M,1.250B,979.16M,4.647B,26.91B,1.501M,7.431B,5.831B,21.99B,16.58B,15.62B,977.29M,5.586B,2.587B
RJF,2015-09,-40.50M,3.322B,115.35M,0.9,0.88,376.96M,585.66M,2015-09,129.19M,13.48B,255.88M,1.751B,5.564B,239.04M,77.63M,1.319B,1.013B,4.522B,26.47B,1.491M,7.714B,6.012B,21.68B,15.97B,15.19B,1.013B,5.564B,2.834B
RJF,2015-06,-23.29M,3.226B,129.22M,0.93,0.91,354.65M,587.22M,2015-06,133.20M,12.53B,249.02M,1.763B,5.158B,201.30M,74.94M,1.296B,1.011B,4.473B,24.81B,1.489M,7.484B,5.539B,20.06B,14.86B,14.11B,1.011B,5.158B,2.781B
RJF,2015-03,-22.80M,3.288B,171.72M,0.79,0.77,350.67M,0,2015-03,113.46M,12.52B,242.07M,1.774B,4.942B,175.63M,66.86M,1.257B,992.36M,4.375B,24.97B,1.476M,7.411B,5.391B,20.32B,15.10B,14.53B,992.36M,4.942B,2.518B
RJF,2014-12,-8.352M,3.344B,105.17M,0.89,0.87,352.47M,0,2014-12,126.30M,12.26B,242.54M,1.724B,4.876B,198.65M,76.61M,1.229B,934.36M,4.271B,24.25B,1.469M,7.330B,5.319B,19.70B,14.66B,13.99B,934.36M,4.876B,2.518B
RJF,2014-09,-1.888M,2.912B,154.92M,0.97,0.94,354.26M,0,2014-09,136.37M,11.39B,245.40M,1.735B,4.936B,205.20M,76.05M,1.260B,963.57M,4.141B,23.33B,1.444M,7.115B,5.335B,18.89B,13.89B,13.14B,963.57M,4.936B,2.778B
RJF,2014-06,6.918M,3.589B,59.17M,0.87,0.85,356.04M,0,2014-06,122.69M,10.80B,244.43M,1.735B,4.691B,178.93M,68.55M,1.192B,923.93M,4.015B,23.07B,1.442M,7.700B,5.037B,18.76B,13.28B,13.27B,923.93M,4.691B,2.628B
RJF,2014-03,-1.234M,3.424B,78.52M,0.74,0.72,357.85M,0,2014-03,104.56M,10.45B,244.98M,1.246B,4.971B,153.00M,60.90M,1.155B,918.46M,3.888B,22.87B,1.439M,7.547B,5.428B,18.66B,13.01B,12.80B,918.46M,4.971B,2.567B
RJF,2013-12,5.545M,3.589B,78.77M,0.83,0.81,359.63M,0,2013-12,116.63M,9.725B,241.11M,1.246B,4.871B,178.81M,62.29M,1.162B,899.04M,3.782B,21.92B,1.436M,7.482B,5.296B,17.80B,12.18B,12.25B,899.04M,4.871B,2.405B
RJF,2013-09,10.73M,3.422B,84.08M,0.84,0.82,361.46M,0,2013-09,117.46M,9.230B,244.42M,1.257B,6.683B,158.54M,44.51M,1.104B,851.48M,3.663B,23.19B,1.429M,7.627B,7.068B,19.19B,11.85B,11.77B,829.78M,6.683B,2.634B
RJF,2013-06,7.039M,3.444B,93.70M,0.6,0.59,362.68M,530.90M,2013-06,83.86M,9.114B,251.84M,1.257B,6.253B,128.90M,48.19M,1.090B,871.20M,3.544B,22.21B,1.427M,7.603B,6.595B,18.34B,11.56B,11.40B,857.75M,6.253B,2.692B
RJF,2013-03,14.51M,3.039B,180.00M,0.57,0.56,364.87M,435.69M,2013-03,79.96M,8.841B,248.85M,1.272B,6.303B,159.30M,51.06M,1.123B,859.55M,3.471B,22.74B,1.424M,7.543B,6.881B,18.82B,12.00B,11.64B,838.63M,6.303B,2.834B
RJF,2012-12,15.90M,3.069B,132.00M,0.62,0.61,374.51M,0,2012-12,85.87M,8.900B,235.73M,1.271B,6.305B,147.17M,53.27M,1.091B,853.54M,3.380B,22.28B,1.417M,7.257B,6.810B,18.47B,11.97B,11.39B,836.16M,6.305B,2.497B
RJF,2012-09,9.447M,2.878B,0,0.6,0.6,361.25M,0,2012-09,83.32M,8.437B,231.20M,1.411B,5.317B,117.38M,40.98M,1.046B,835.19M,3.269B,21.16B,1.404M,7.227B,5.665B,17.48B,11.51B,11.39B,816.47M,5.317B,2.720B
RJF,2012-06,-4.996M,1.729B,0,0.55,0.55,286.37M,0,2012-06,76.35M,7.839B,223.56M,1.415B,6.612B,137.99M,48.52M,1.067B,824.43M,3.158B,21.17B,1.399M,7.243B,7.306B,17.59B,11.02B,10.28B,803.48M,5.448B,3.841B
RJF,2012-03,3.315M,2.876B,0,0.52,0.52,71.92M,0,2012-03,68.87M,2.625B,181.75M,1.555B,6.082B,107.90M,42.63M,855.72M,668.01M,3.088B,19.28B,1.396M,6.217B,6.219B,15.86B,9.420B,9.469B,648.41M,5.363B,2.585B
RJF,2011-12,-10.45M,1.917B,0,0.53,0.53,71.92M,0,2011-12,67.32M,7.015B,173.90M,697.10M,6.214B,104.65M,43.53M,768.76M,607.03M,2.637B,17.89B,1.28M,5.224B,6.398B,14.93B,8.976B,8.402B,607.03M,5.561B,2.522B
RJF,2011-09,-9.605M,2.440B,0,0.54,0.54,72.97M,0,2011-09,68.93M,6.548B,169.85M,711.95M,6.379B,118.68M,56.90M,707.83M,669.86M,2.588B,18.01B,1.271M,5.776B,6.644B,15.10B,8.510B,8.451B,669.86M,5.616B,2.575B
RJF,2011-06,10.90M,1.599B,0,0.37,0.37,71.92M,0,2011-06,46.79M,6.252B,172.35M,711.21M,5.335B,81.08M,31.88M,850.39M,619.58M,2.559B,16.12B,1.267M,5.298B,5.400B,13.25B,8.114B,7.656B,619.58M,4.537B,2.820B
RJF,2011-03,9.931M,1.255B,0,0.64,0.64,62.58M,0,2011-03,80.92M,6.028B,168.83M,463.34M,5.121B,124.24M,45.32M,852.06M,623.83M,2.508B,15.28B,1.264M,4.836B,5.183B,12.46B,7.854B,7.174B,623.83M,4.477B,2.734B
