Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Research and Development Expense,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
AKAM,2018-06,-41.97M,1.857B,235.49M,674.63M,100.31M,0.25,0.25,1.679B,852.95M,427.27M,2018-06,43.06M,-2.795M,-2.795M,852.95M,24.31M,855.38M,57.88M,337.41M,51.55M,8.492M,59.71M,662.76M,279.76M,3.445B,5.605B,1.718M,2.484B,1.136B,2.159B,3.121B,1.023B,369.39M,84.17M,479.86M
AKAM,2018-03,-18.33M,811.55M,234.82M,668.74M,95.49M,0.32,0.31,1.692B,845.12M,433.90M,2018-03,53.71M,-0.885M,-0.885M,845.12M,24.72M,662.91M,107.70M,334.31M,67.69M,13.98M,65.06M,668.72M,232.30M,3.386B,4.687B,1.708M,1.460B,1.131B,1.301B,3.227B,170.05M,326.20M,81.24M,484.62M
AKAM,2017-12,-21.93M,711.94M,229.94M,0,70.50M,0.11,0.11,1.700B,2.347B,428.53M,2017-12,27.52M,-0.363M,-0.363M,862.54M,23.88M,657.13M,102.26M,355.65M,32.22M,4.699M,59.67M,658.47M,238.12M,3.362B,4.649B,1.699M,1.346B,456.69M,1.286B,3.303B,829.75M,326.27M,127.86M,461.46M
AKAM,2017-09,-24.83M,752.00M,225.49M,0,64.72M,0.37,0.37,1.535B,883.75M,398.95M,2017-09,63.91M,-0.283M,-0.283M,883.75M,20.21M,651.40M,92.36M,356.30M,91.50M,27.59M,57.23M,624.44M,220.43M,3.273B,4.509B,1.755M,1.296B,430.31M,1.236B,3.213B,806.17M,306.59M,88.34M,400.84M
AKAM,2017-06,-32.52M,683.12M,214.68M,0,73.77M,0.33,0.33,1.541B,856.04M,391.15M,2017-06,56.75M,-0.365M,-0.365M,856.04M,25.61M,645.72M,91.62M,313.76M,85.79M,29.04M,53.37M,605.83M,219.58M,3.287B,4.489B,1.751M,1.238B,399.06M,1.202B,3.251B,802.80M,299.53M,91.74M,395.86M
AKAM,2017-03,-45.91M,845.07M,205.73M,0,63.43M,0.43,0.43,1.371B,824.72M,394.57M,2017-03,74.58M,0.027M,0.027M,824.72M,44.41M,640.09M,105.12M,308.21M,104.68M,30.09M,52.16M,600.29M,211.03M,3.259B,4.450B,1.743M,1.398B,381.88M,1.191B,3.052B,809.57M,289.44M,90.18M,400.79M
AKAM,2016-12,-56.22M,837.02M,203.58M,0,52.97M,0.53,0.52,1.378B,2.085B,420.48M,2016-12,96.23M,-0.50M,-0.50M,801.02M,15.41M,634.50M,131.05M,305.16M,132.73M,36.50M,46.76M,624.06M,218.23M,3.224B,4.373B,1.733M,1.310B,374.59M,1.149B,3.063B,774.19M,289.43M,128.98M,368.60M
AKAM,2016-09,-33.46M,911.22M,204.47M,0,61.29M,0.44,0.43,1.290B,797.92M,379.60M,2016-09,76.00M,-0.857M,-0.857M,797.92M,13.10M,628.97M,114.95M,365.43M,111.69M,35.69M,42.34M,584.06M,198.74M,3.169B,4.354B,1.794M,1.387B,431.54M,1.185B,2.967B,753.17M,264.65M,74.33M,358.00M
AKAM,2016-06,-31.62M,868.71M,206.32M,0,67.16M,0.42,0.42,1.293B,786.84M,365.81M,2016-06,73.64M,-1.246M,-1.246M,786.84M,13.98M,623.48M,111.00M,302.26M,109.35M,35.71M,37.69M,572.14M,194.10M,3.150B,4.270B,1.791M,1.366B,376.54M,1.119B,2.904B,742.71M,254.81M,68.25M,364.40M
AKAM,2016-03,-28.79M,837.87M,194.74M,0,64.90M,0.42,0.42,1.302B,770.20M,372.99M,2016-03,74.86M,-1.333M,-1.333M,770.20M,15.94M,0,120.98M,261.31M,112.60M,37.74M,40.84M,567.72M,188.54M,3.114B,4.184B,1.783M,1.331B,333.23M,1.070B,2.853B,736.94M,252.01M,63.82M,365.10M
AKAM,2015-12,-41.45M,749.56M,193.21M,0,54.15M,0.5,0.49,1.306B,1.816B,385.95M,2015-12,88.42M,-1.706M,-1.706M,753.18M,17.05M,618.05M,123.63M,270.44M,120.48M,32.06M,37.67M,579.16M,202.16M,3.121B,4.182B,1.772M,1.253B,332.44M,1.061B,2.928B,728.37M,262.32M,109.35M,380.40M
AKAM,2015-09,-33.52M,667.85M,183.20M,0,55.58M,0.49,0.49,1.294B,734.54M,367.83M,2015-09,88.04M,-1.907M,-1.907M,734.54M,54.44M,619.36M,115.96M,276.19M,113.99M,25.95M,38.40M,551.03M,191.83M,3.086B,4.185B,1.811M,1.211B,332.01M,1.099B,2.974B,767.14M,251.86M,60.90M,365.96M
AKAM,2015-06,-24.38M,643.50M,179.91M,0,56.27M,0.38,0.37,1.302B,704.57M,360.81M,2015-06,67.20M,-2.137M,-2.137M,704.57M,43.32M,614.48M,106.80M,290.68M,102.52M,35.32M,36.69M,540.72M,196.60M,3.045B,4.131B,1.805M,1.151B,348.24M,1.086B,2.980B,737.55M,254.01M,85.31M,342.93M
AKAM,2015-03,-23.91M,713.28M,169.29M,0,55.30M,0.44,0.43,1.195B,666.09M,357.24M,2015-03,77.75M,-1.575M,-1.575M,666.09M,48.76M,609.65M,122.28M,211.75M,119.64M,41.90M,35.83M,526.54M,180.63M,2.982B,3.987B,1.796M,1.242B,269.33M,1.005B,2.745B,735.90M,234.96M,67.64M,356.63M
AKAM,2014-12,-17.61M,758.29M,163.20M,0,49.68M,0.55,0.54,1.184B,1.480B,373.09M,2014-12,97.11M,-2.233M,-2.233M,601.59M,43.13M,604.85M,136.16M,276.65M,133.86M,36.75M,32.42M,536.30M,184.72M,2.945B,4.002B,1.783M,1.263B,334.01M,1.056B,2.739B,722.20M,236.94M,117.82M,329.58M
AKAM,2014-09,-9.545M,710.91M,158.81M,0,50.58M,0.51,0.5,1.190B,559.19M,339.23M,2014-09,91.16M,-2.472M,-2.472M,559.19M,28.75M,600.10M,120.12M,248.79M,117.58M,26.42M,32.58M,498.04M,166.45M,2.848B,3.854B,1.851M,1.153B,301.60M,1.006B,2.702B,704.31M,219.11M,74.80M,326.75M
AKAM,2014-06,2.497M,756.77M,149.32M,0,48.18M,0.41,0.4,1.198B,536.64M,326.72M,2014-06,72.89M,-2.776M,-2.776M,536.64M,44.44M,595.38M,113.36M,229.18M,108.68M,35.79M,32.05M,476.04M,162.75M,2.773B,3.769B,1.844M,1.200B,283.29M,995.91M,2.569B,712.62M,213.35M,70.53M,325.38M
AKAM,2014-03,-1.637M,698.13M,139.61M,0,48.36M,0.41,0.4,1.208B,503.60M,313.89M,2014-03,72.80M,-0.302M,-0.302M,503.60M,32.63M,590.71M,124.97M,192.15M,119.66M,46.86M,28.23M,453.50M,145.76M,2.712B,3.651B,1.832M,1.127B,244.19M,939.35M,2.524B,695.16M,188.92M,61.71M,301.95M
AKAM,2013-12,-2.091M,673.90M,133.95M,0,36.95M,0.45,0.44,834.80M,1.214B,302.03M,2013-12,80.35M,1.534M,1.534M,450.29M,7.936M,0,117.97M,221.68M,116.90M,36.55M,26.52M,435.98M,144.42M,2.629B,2.958B,1.808M,1.030B,263.17M,328.25M,1.928B,65.09M,184.06M,106.21M,271.99M
AKAM,2013-09,-5.434M,566.32M,132.04M,0,37.02M,0.45,0.44,831.07M,424.60M,263.75M,2013-09,79.76M,1.458M,1.458M,424.60M,2.643M,0,99.81M,220.60M,100.67M,20.92M,24.86M,395.79M,127.31M,2.543B,2.885B,2.059M,910.64M,285.42M,342.00M,1.974B,56.57M,163.94M,49.07M,256.45M
AKAM,2013-06,-10.96M,530.94M,124.70M,0,32.02M,0.35,0.34,797.95M,405.65M,253.40M,2013-06,61.90M,1.477M,1.477M,405.65M,2.895M,0,96.82M,189.80M,99.32M,37.43M,20.60M,378.11M,123.85M,2.448B,2.725B,2.045M,859.38M,226.57M,277.40M,1.866B,50.82M,156.58M,111.83M,237.29M
AKAM,2013-03,-5.583M,513.23M,120.39M,0,33.92M,0.4,0.39,803.76M,369.56M,247.65M,2013-03,71.49M,1.608M,1.608M,369.56M,2.761M,0,101.96M,172.90M,102.66M,31.18M,21.90M,368.05M,111.79M,2.385B,2.647B,2.031M,831.65M,211.91M,261.89M,1.815B,49.98M,145.70M,101.98M,232.33M
AKAM,2012-12,-1.64M,437.58M,139.50M,0,26.29M,0.38,0.38,808.26M,1.031B,238.37M,2012-12,68.29M,1.59M,1.59M,345.09M,2.565M,0,96.77M,171.33M,97.53M,29.24M,20.37M,377.87M,110.76M,2.346B,2.601B,2.015M,728.38M,202.94M,254.87M,1.872B,51.93M,141.60M,65.38M,218.78M
AKAM,2012-09,0.483M,465.23M,134.20M,0,27.93M,0.27,0.27,803.98M,872.45M,211.12M,2012-09,48.23M,1.593M,1.593M,331.22M,2.097M,0,80.48M,124.72M,81.51M,33.28M,19.35M,345.32M,101.31M,2.260B,2.539B,2.00M,753.69M,212.92M,279.52M,1.786B,66.60M,130.64M,52.75M,236.23M
AKAM,2012-06,-4.108M,496.56M,131.30M,0,26.07M,0.25,0.24,793.72M,0,200.01M,2012-06,44.24M,1.622M,1.622M,315.87M,1.842M,0,67.32M,139.78M,69.77M,25.53M,17.54M,331.31M,103.98M,2.215B,2.446B,1.993M,756.60M,165.85M,230.94M,1.689B,65.09M,132.68M,44.55M,206.32M
AKAM,2012-03,-0.307M,404.54M,124.90M,0,23.19M,0.24,0.24,799.15M,0,194.55M,2012-03,43.23M,1.633M,1.633M,303.52M,2.227M,0,71.66M,125.35M,72.78M,29.56M,17.48M,319.45M,100.64M,2.201B,2.414B,1.982M,679.54M,148.54M,212.93M,1.735B,64.39M,122.88M,32.94M,215.86M
AKAM,2011-12,-1.259M,849.23M,181.71M,0,21.34M,0.34,0.33,498.30M,0,142.03M,2011-12,60.08M,1.746M,1.746M,293.04M,2.47M,0,84.64M,124.97M,88.15M,28.07M,15.19M,323.74M,24.64M,2.156B,2.346B,1.959M,1.122B,148.39M,189.25M,1.223B,40.86M,57.39M,48.17M,210.94M
AKAM,2011-09,-9.299M,687.57M,93.28M,0,23.20M,0.23,0.23,502.62M,0,188.57M,2011-09,42.28M,2.703M,2.703M,285.48M,3.055M,0,65.49M,85.70M,68.15M,25.86M,13.54M,281.86M,105.35M,2.122B,2.302B,1.947M,924.48M,138.88M,179.95M,1.377B,41.07M,123.08M,30.35M,182.66M
AKAM,2011-06,0.298M,497.28M,89.65M,0,22.41M,0.26,0.25,506.80M,0,187.34M,2011-06,47.92M,3.021M,3.021M,274.38M,3.433M,0,73.23M,116.30M,76.22M,28.30M,11.01M,276.99M,98.81M,2.228B,2.404B,1.944M,750.95M,138.71M,175.83M,1.653B,37.13M,114.11M,29.05M,178.26M
AKAM,2011-03,-2.458M,563.57M,89.07M,0,20.45M,0.27,0.26,511.09M,0,186.88M,2011-03,50.62M,2.951M,2.951M,266.97M,3.942M,0,72.75M,113.65M,74.67M,24.06M,12.59M,275.95M,97.27M,2.210B,2.375B,1.937M,816.81M,134.10M,164.61M,1.558B,30.52M,114.14M,28.55M,169.66M
