Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Income (Quarterly),Net Income,Net Loan Assets,Net PP&E,Non-Current Portion of LTD and Capital Lease Obligation,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
STT,2015-03,-1.006B,183.34B,4.346B,0.9,0.89,7.555B,6.586B,2015-03,405.00M,17.34B,1.933B,9.174B,23.61B,499.00M,94.00M,2.349B,1.371B,20.82B,279.48B,2.465B,208.16B,38.13B,258.66B,165.32B,220.53B,1.265B,0,5.07B
STT,2014-12,-507.00M,190.49B,4.381B,1.26,1.24,7.851B,6.536B,2014-12,477.00M,17.16B,1.937B,10.04B,20.38B,548.00M,71.00M,2.266B,1.298B,21.33B,274.12B,2.465B,205.44B,33.71B,252.79B,160.97B,219.08B,1.133B,0,4.372B
STT,2014-09,-107.00M,187.88B,4.307B,1.28,1.26,8.02B,6.449B,2014-09,560.00M,17.30B,1.911B,9.016B,22.96B,688.00M,128.00M,2.383B,1.195B,21.16B,274.80B,1.737B,205.30B,36.66B,253.65B,163.42B,216.98B,1.229B,0,5.80B
STT,2014-06,489.00M,203.36B,4.322B,1.41,1.38,8.284B,6.54B,2014-06,622.00M,15.70B,1.92B,9.037B,19.25B,746.00M,124.00M,2.405B,1.222B,21.70B,282.32B,1.737B,215.22B,32.75B,260.62B,163.04B,227.87B,1.248B,0,4.976B
STT,2014-03,188.00M,179.02B,3.811B,0.83,0.81,8.344B,6.417B,2014-03,363.00M,14.99B,1.896B,9.503B,18.46B,455.00M,92.00M,2.294B,1.401B,21.27B,256.66B,1.737B,193.77B,31.24B,235.39B,159.45B,204.15B,1.422B,0,4.838B
STT,2013-12,-95.00M,166.83B,3.78B,1.25,1.22,8.396B,6.277B,2013-12,467.00M,12.36B,1.86B,9.699B,19.19B,592.00M,125.00M,2.138B,1.253B,20.38B,243.29B,995.00M,183.52B,30.95B,222.91B,156.34B,191.97B,1.294B,0,4.70B
STT,2013-09,-114.00M,142.69B,3.657B,1.2,1.17,8.402B,6.135B,2013-09,540.00M,14.44B,1.816B,8.748B,19.93B,703.00M,163.00M,2.24B,1.138B,20.43B,217.18B,994.00M,158.16B,33.80B,196.75B,156.67B,162.95B,1.161B,0,5.025B
STT,2013-06,-523.00M,150.61B,3.277B,1.26,1.24,8.33B,5.971B,2013-06,579.00M,15.30B,1.772B,8.841B,19.33B,762.00M,183.00M,2.374B,1.152B,20.08B,227.30B,994.00M,169.20B,31.86B,207.22B,155.96B,175.36B,1.176B,0,6.586B
STT,2013-03,251.00M,147.94B,4.354B,1,0.98,8.364B,5.865B,2013-03,464.00M,12.83B,1.756B,7.44B,18.64B,609.00M,145.00M,2.255B,1.272B,20.87B,218.19B,993.00M,166.65B,35.10B,197.32B,153.04B,162.22B,1.311B,0,5.177B
STT,2012-12,360.00M,163.21B,4.502B,1.02,1,8.516B,5.765B,2012-12,470.00M,11.12B,1.728B,7.429B,17.20B,587.00M,117.00M,2.27B,1.149B,20.87B,222.58B,993.00M,176.98B,30.10B,201.71B,152.93B,171.61B,1.063B,0,3.93B
STT,2012-09,186.00M,38.02B,5.181B,1.39,1.36,7.961B,5.675B,2012-09,674.00M,14.02B,1.72B,6.418B,17.78B,941.00M,267.00M,2.186B,1.127B,20.75B,204.52B,992.00M,48.21B,31.07B,183.77B,156.31B,152.71B,1.507B,0,1.933B
STT,2012-06,-537.00M,37.23B,4.714B,1,0.98,7.945B,5.544B,2012-06,490.00M,12.34B,1.702B,6.392B,16.44B,652.00M,162.00M,2.251B,1.15B,19.90B,200.78B,1.004B,47.29B,30.72B,180.88B,153.49B,150.16B,1.161B,0,1.914B
STT,2012-03,-299.00M,28.09B,4.759B,0.86,0.85,8.143B,5.55B,2012-03,427.00M,12.25B,1.736B,8.117B,16.68B,586.00M,159.00M,2.24B,1.255B,20.16B,187.96B,1.004B,42.80B,29.50B,167.80B,144.76B,138.30B,1.285B,0,2.806B
STT,2011-12,-659.00M,161.13B,4.766B,0.77,0.76,8.104B,5.42B,2011-12,381.00M,8.777B,1.747B,8.131B,18.02B,532.00M,151.00M,1.479B,514.00M,19.40B,216.83B,1.004B,179.35B,32.01B,197.43B,136.92B,165.42B,521.00M,0,4.496B
STT,2011-09,-315.00M,45.97B,9.17B,1.11,1.1,8.125B,5.367B,2011-09,555.00M,11.72B,1.738B,8.112B,20.39B,629.00M,74.00M,2.452B,1.336B,19.65B,208.80B,1.004B,53.96B,46.03B,189.14B,154.83B,143.11B,1.276B,0,1.932B
STT,2011-06,160.00M,35.47B,8.642B,1.01,1,8.364B,5.433B,2011-06,513.00M,12.88B,1.853B,9.544B,14.78B,715.00M,202.00M,2.562B,1.401B,19.83B,190.46B,1.004B,39.26B,35.67B,170.62B,151.19B,134.95B,1.39B,0,1.871B
