Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Current Debt & Capital Lease Obligation,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Income (Quarterly),Net Income,Net Loan Assets,Net PP&E,Non-Current Portion of LTD and Capital Lease Obligation,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
NTRS,2018-09,-526.90M,55.54B,0,1.59,1.58,672.70M,0,2018-09,374.50M,31.08B,417.20M,11.10B,0,481.00M,106.50M,1.287B,578.20M,10.36B,132.38B,1.291B,58.74B,2.611B,122.01B,88.50B,115.99B,582.50M,0,1.696B
NTRS,2018-06,-508.10M,56.96B,0,1.69,1.68,673.50M,0,2018-06,390.40M,32.19B,428.80M,10.82B,0,507.20M,116.80M,1.320B,583.30M,10.36B,135.11B,1.291B,60.57B,4.203B,124.75B,89.02B,117.35B,587.60M,0,2.184B
NTRS,2018-03,-505.70M,54.79B,0,1.59,1.58,611.60M,0,2018-03,381.60M,31.79B,442.60M,10.23B,0,483.70M,102.10M,1.305B,593.80M,10.23B,129.67B,1.291B,57.11B,1.143B,119.45B,86.90B,115.42B,598.30M,0,777.70M
NTRS,2017-12,-414.30M,62.53B,0,1.52,1.51,605.60M,0,2017-12,356.60M,32.23B,464.60M,9.275B,0,435.60M,79.00M,1.249B,591.50M,10.22B,138.59B,1.291B,65.73B,3.120B,128.37B,84.78B,121.67B,595.90M,0,1.876B
NTRS,2017-09,-335.10M,54.70B,0,1.21,1.2,526.50M,0,2017-09,298.40M,32.95B,462.50M,9.490B,0,416.60M,118.20M,1.172B,548.90M,10.17B,131.40B,1.291B,57.88B,2.666B,121.24B,83.21B,115.30B,551.20M,0,1.510B
NTRS,2017-06,-338.90M,48.80B,0,1.12,1.12,523.10M,0,2017-06,267.90M,33.10B,463.30M,7.498B,0,390.80M,122.90M,1.154B,549.20M,10.07B,125.61B,1.291B,52.84B,622.30M,115.54B,81.96B,111.81B,551.50M,0,1.949B
NTRS,2017-03,-352.00M,45.43B,0,1.1,1.09,519.30M,0,2017-03,276.10M,33.06B,459.90M,7.173B,0,390.90M,114.80M,1.131B,537.10M,9.978B,121.49B,1.291B,49.18B,802.70M,111.51B,81.88B,107.70B,539.50M,0,1.814B
NTRS,2016-12,-370.00M,48.32B,0,1.12,1.11,519.40M,0,2016-12,266.50M,33.37B,466.60M,8.214B,0,389.50M,123.00M,1.081B,503.00M,9.770B,123.93B,1.291B,51.63B,678.50M,114.16B,83.81B,109.87B,505.50M,0,1.338B
NTRS,2016-09,-259.70M,45.99B,0,1.09,1.08,524.40M,0,2016-09,257.60M,31.83B,438.80M,7.177B,0,373.70M,116.10M,1.056B,495.50M,9.580B,120.08B,1.291B,51.45B,680.30M,110.51B,81.67B,106.65B,497.50M,0,3.389B
NTRS,2016-06,-239.60M,47.65B,0,1.11,1.1,527.80M,0,2016-06,263.00M,33.98B,434.00M,9.23B,0,394.70M,131.70M,1.158B,503.20M,8.952B,121.51B,797.10M,52.11B,871.50M,112.56B,81.71B,108.32B,505.40M,0,2.598B
NTRS,2016-03,-283.90M,46.74B,0,1.03,1.03,523.60M,0,2016-03,245.40M,32.18B,437.80M,7.189B,0,359.20M,113.80M,1.040B,488.50M,8.833B,117.80B,797.10M,52.18B,770.40M,108.97B,77.41B,104.85B,490.60M,0,3.673B
NTRS,2015-12,-372.70M,48.23B,0,1,0.99,526.40M,0,2015-12,239.30M,32.44B,446.90M,7.201B,0,350.40M,111.10M,1.002B,470.00M,8.706B,116.75B,797.10M,52.54B,898.10M,108.04B,75.45B,104.07B,472.10M,0,2.701B
NTRS,2015-09,-273.70M,71.76B,0,0.97,0.96,529.70M,0,2015-09,234.60M,31.89B,427.70M,7.250B,0,353.20M,118.60M,997.20M,467.30M,8.784B,120.00B,797.10M,76.19B,828.00M,111.21B,74.90B,107.19B,469.40M,0,3.169B
NTRS,2015-06,-273.70M,72.13B,0,1.11,1.1,534.30M,0,2015-06,269.20M,31.16B,436.50M,6.460B,0,411.40M,142.20M,1.109B,471.00M,8.749B,119.94B,797.10M,76.71B,381.10M,111.19B,75.06B,107.15B,473.10M,0,3.567B
NTRS,2015-03,-266.40M,59.26B,0,0.95,0.94,527.30M,0,2015-03,230.70M,31.50B,442.40M,6.048B,0,350.00M,119.30M,999.40M,471.10M,8.608B,106.95B,797.10M,63.46B,1.024B,98.34B,74.44B,92.78B,475.70M,0,3.090B
NTRS,2014-12,-319.70M,44.36B,0,0.98,0.98,533.20M,0,2014-12,244.00M,30.46B,444.30M,5.074B,0,345.80M,101.80M,986.90M,445.90M,8.449B,109.95B,797.10M,47.90B,1.818B,101.50B,71.03B,95.83B,450.70M,0,2.485B
NTRS,2014-09,-218.40M,67.69B,0,0.85,0.84,538.10M,0,2014-09,204.50M,29.50B,436.60M,5.131B,0,304.20M,99.70M,936.50M,454.30M,8.543B,111.15B,797.10M,71.19B,1.653B,102.61B,68.07B,96.85B,459.10M,0,2.491B
NTRS,2014-06,-205.20M,64.03B,0,0.76,0.75,544.60M,0,2014-06,181.90M,29.50B,441.90M,3.579B,0,270.70M,88.80M,937.10M,474.80M,8.043B,105.76B,408.60M,67.14B,1.888B,97.72B,68.32B,92.44B,479.80M,0,2.523B
NTRS,2014-03,-236.10M,62.58B,0,0.75,0.75,541.60M,0,2014-03,181.40M,28.03B,449.40M,4.658B,0,269.50M,88.10M,896.10M,452.40M,7.948B,103.83B,408.60M,66.29B,1.750B,95.88B,67.08B,90.93B,457.30M,0,3.195B
NTRS,2013-12,-244.30M,46.05B,0,0.7,0.7,540.70M,0,2013-12,169.70M,28.13B,458.80M,5.542B,0,245.70M,76.00M,893.10M,444.10M,7.912B,102.95B,408.60M,48.91B,1.882B,95.04B,64.62B,89.64B,449.70M,0,2.330B
NTRS,2013-09,-337.90M,56.03B,1.103B,0.85,0.84,537.70M,0,2013-09,206.50M,27.80B,444.30M,5.072B,0,301.50M,95.00M,901.30M,419.90M,7.817B,95.97B,408.60M,59.18B,1.523B,88.15B,64.30B,83.23B,425.10M,0,2.612B
NTRS,2013-06,-350.70M,56.71B,0,0.78,0.78,530.40M,0,2013-06,191.10M,27.53B,454.50M,5.606B,0,285.80M,94.70M,884.30M,424.90M,7.725B,97.24B,408.60M,59.72B,3.061B,89.51B,64.99B,82.14B,430.00M,0,2.475B
NTRS,2013-03,-284.10M,55.47B,0,0.68,0.67,529.50M,0,2013-03,164.00M,27.42B,457.20M,5.313B,0,242.50M,78.50M,846.50M,429.30M,7.612B,93.16B,408.60M,57.69B,1.811B,85.54B,62.64B,81.13B,434.50M,0,1.969B
NTRS,2012-12,-283.00M,39.66B,0,0.69,0.69,537.80M,0,2012-12,167.70M,28.17B,469.90M,4.472B,0,223.20M,55.50M,829.00M,424.90M,7.527B,97.46B,408.60M,42.80B,1.48B,89.94B,64.14B,85.88B,430.20M,0,3.084B
NTRS,2012-09,-215.90M,28.98B,0,0.73,0.73,538.00M,0,2012-09,178.80M,29.24B,453.70M,4.758B,0,266.10M,87.30M,845.90M,410.00M,7.532B,93.63B,408.60M,30.63B,956.30M,86.10B,63.01B,81.69B,415.20M,0,1.078B
NTRS,2012-06,-274.10M,30.47B,0,0.73,0.73,533.20M,0,2012-06,179.60M,29.30B,462.00M,5.034B,0,266.20M,86.60M,854.80M,413.70M,7.390B,94.46B,408.60M,31.22B,2.275B,87.07B,63.24B,82.03B,419.20M,0,724.80M
NTRS,2012-03,-276.30M,25.38B,0,0.66,0.66,536.50M,0,2012-03,161.20M,28.86B,481.20M,4.185B,0,236.80M,75.60M,837.20M,432.00M,7.223B,91.60B,408.60M,26.66B,3.361B,84.38B,64.95B,78.12B,436.60M,0,985.30M
NTRS,2011-12,-345.60M,44.13B,0,0.53,0.53,532.00M,0,2011-12,130.20M,27.79B,494.50M,5.468B,0,171.40M,41.20M,425.90M,560.40M,7.117B,100.22B,408.60M,46.01B,2.014B,93.11B,63.88B,88.15B,550.30M,0,1.757B
NTRS,2011-09,-232.50M,29.78B,0,0.7,0.7,534.10M,0,2011-09,170.40M,28.39B,492.10M,5.365B,0,252.80M,82.40M,971.50M,377.80M,7.153B,96.10B,408.60M,30.95B,1.077B,88.95B,65.15B,83.88B,377.80M,0,948.20M
NTRS,2011-06,-243.30M,36.89B,0,0.62,0.62,434.90M,0,2011-06,152.00M,28.25B,495.70M,6.880B,0,229.50M,77.50M,944.80M,387.40M,7.025B,97.40B,408.60M,38.51B,2.583B,90.37B,58.89B,84.38B,387.40M,0,1.578B
